"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/16/2020","AirNow","060531003","3","0","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/17/2020","AirNow","060531003","3","1.1","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/18/2020","AirNow","060531003","3","2.6","ug/m3 LC","11","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/19/2020","AirNow","060531003","3","2.9","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/20/2020","AirNow","060531003","3","2.8","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/21/2020","AirNow","060531003","3","3.2","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/22/2020","AirNow","060531003","3","0.7","ug/m3 LC","3","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/23/2020","AirNow","060531003","3","3","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/24/2020","AirNow","060531003","3","3.4","ug/m3 LC","14","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/25/2020","AirNow","060531003","3","0.7","ug/m3 LC","3","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/26/2020","AirNow","060531003","3","2.1","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/27/2020","AirNow","060531003","3","2.7","ug/m3 LC","11","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/28/2020","AirNow","060531003","3","1.3","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/29/2020","AirNow","060531003","3","6.1","ug/m3 LC","25","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/30/2020","AirNow","060531003","3","3","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"01/31/2020","AirNow","060531003","3","5.8","ug/m3 LC","24","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/01/2020","AirNow","060531003","3","5","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/02/2020","AirNow","060531003","3","4.1","ug/m3 LC","17","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/03/2020","AirNow","060531003","3","2.1","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/04/2020","AirNow","060531003","3","2.3","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/05/2020","AirNow","060531003","3","3.2","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/06/2020","AirNow","060531003","3","5.3","ug/m3 LC","22","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/07/2020","AirNow","060531003","3","7","ug/m3 LC","29","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/08/2020","AirNow","060531003","3","6.8","ug/m3 LC","28","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/09/2020","AirNow","060531003","3","3.7","ug/m3 LC","15","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/10/2020","AirNow","060531003","3","4.8","ug/m3 LC","20","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/11/2020","AirNow","060531003","3","2.3","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/12/2020","AirNow","060531003","3","5.1","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/13/2020","AirNow","060531003","3","6","ug/m3 LC","25","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/14/2020","AirNow","060531003","3","5.4","ug/m3 LC","23","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/15/2020","AirNow","060531003","3","6.1","ug/m3 LC","25","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/16/2020","AirNow","060531003","3","6.6","ug/m3 LC","28","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/17/2020","AirNow","060531003","3","2.9","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/18/2020","AirNow","060531003","3","5.7","ug/m3 LC","24","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/19/2020","AirNow","060531003","3","5.1","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/20/2020","AirNow","060531003","3","6.5","ug/m3 LC","27","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/21/2020","AirNow","060531003","3","7.8","ug/m3 LC","33","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/22/2020","AirNow","060531003","3","9.4","ug/m3 LC","39","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/23/2020","AirNow","060531003","3","1.7","ug/m3 LC","7","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/24/2020","AirNow","060531003","3","4","ug/m3 LC","17","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/25/2020","AirNow","060531003","3","5.1","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/26/2020","AirNow","060531003","3","2.7","ug/m3 LC","11","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/27/2020","AirNow","060531003","3","5.3","ug/m3 LC","22","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/28/2020","AirNow","060531003","3","5.7","ug/m3 LC","24","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"02/29/2020","AirNow","060531003","3","5.2","ug/m3 LC","22","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/01/2020","AirNow","060531003","3","4.9","ug/m3 LC","20","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/02/2020","AirNow","060531003","3","3.4","ug/m3 LC","14","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/03/2020","AirNow","060531003","3","4.5","ug/m3 LC","19","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/04/2020","AirNow","060531003","3","5.6","ug/m3 LC","23","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/05/2020","AirNow","060531003","3","5.3","ug/m3 LC","22","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/06/2020","AirNow","060531003","3","1.9","ug/m3 LC","8","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/07/2020","AirNow","060531003","3","-0.1","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/08/2020","AirNow","060531003","3","-0.2","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/09/2020","AirNow","060531003","3","1","ug/m3 LC","4","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/10/2020","AirNow","060531003","3","2.4","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/11/2020","AirNow","060531003","3","0.2","ug/m3 LC","1","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/12/2020","AirNow","060531003","3","2.8","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/13/2020","AirNow","060531003","3","7","ug/m3 LC","29","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/14/2020","AirNow","060531003","3","1.3","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/15/2020","AirNow","060531003","3","-0.3","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/16/2020","AirNow","060531003","3","0.1","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/17/2020","AirNow","060531003","3","0.3","ug/m3 LC","1","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/18/2020","AirNow","060531003","3","0.7","ug/m3 LC","3","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/19/2020","AirNow","060531003","3","2.2","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/20/2020","AirNow","060531003","3","0.4","ug/m3 LC","2","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/21/2020","AirNow","060531003","3","0.8","ug/m3 LC","3","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/22/2020","AirNow","060531003","3","1.6","ug/m3 LC","7","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/23/2020","AirNow","060531003","3","2.5","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/24/2020","AirNow","060531003","3","1.2","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/25/2020","AirNow","060531003","3","1.2","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/26/2020","AirNow","060531003","3","2.9","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/27/2020","AirNow","060531003","3","5.5","ug/m3 LC","23","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/28/2020","AirNow","060531003","3","6.3","ug/m3 LC","26","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/29/2020","AirNow","060531003","3","2.5","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/30/2020","AirNow","060531003","3","0.5","ug/m3 LC","2","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"03/31/2020","AirNow","060531003","3","1.2","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/01/2020","AirNow","060531003","3","2.8","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/02/2020","AirNow","060531003","3","2.2","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/03/2020","AirNow","060531003","3","3.7","ug/m3 LC","15","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/04/2020","AirNow","060531003","3","0","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/05/2020","AirNow","060531003","3","0.3","ug/m3 LC","1","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/06/2020","AirNow","060531003","3","1.2","ug/m3 LC","5","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/07/2020","AirNow","060531003","3","1","ug/m3 LC","4","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/08/2020","AirNow","060531003","3","3","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/09/2020","AirNow","060531003","3","0.6","ug/m3 LC","3","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/10/2020","AirNow","060531003","3","0","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/11/2020","AirNow","060531003","3","1.9","ug/m3 LC","8","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/12/2020","AirNow","060531003","3","2.9","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/13/2020","AirNow","060531003","3","7.5","ug/m3 LC","31","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/14/2020","AirNow","060531003","3","5","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/15/2020","AirNow","060531003","3","4.6","ug/m3 LC","19","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/16/2020","AirNow","060531003","3","-0.2","ug/m3 LC","0","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/17/2020","AirNow","060531003","3","2.5","ug/m3 LC","10","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/18/2020","AirNow","060531003","3","3.4","ug/m3 LC","14","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/19/2020","AirNow","060531003","3","3.9","ug/m3 LC","16","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/20/2020","AirNow","060531003","3","3.1","ug/m3 LC","13","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/21/2020","AirNow","060531003","3","3.3","ug/m3 LC","14","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/22/2020","AirNow","060531003","3","4.3","ug/m3 LC","18","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/23/2020","AirNow","060531003","3","2.1","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/24/2020","AirNow","060531003","3","6.4","ug/m3 LC","27","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/25/2020","AirNow","060531003","3","4.8","ug/m3 LC","20","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/26/2020","AirNow","060531003","3","2.2","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/27/2020","AirNow","060531003","3","3.8","ug/m3 LC","16","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/28/2020","AirNow","060531003","3","2","ug/m3 LC","8","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/29/2020","AirNow","060531003","3","0.5","ug/m3 LC","2","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"04/30/2020","AirNow","060531003","3","2.6","ug/m3 LC","11","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/01/2020","AirNow","060531003","3","3.5","ug/m3 LC","15","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/02/2020","AirNow","060531003","3","2.2","ug/m3 LC","9","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/03/2020","AirNow","060531003","3","3.5","ug/m3 LC","15","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/04/2020","AirNow","060531003","3","5","ug/m3 LC","21","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/05/2020","AirNow","060531003","3","2.8","ug/m3 LC","12","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/06/2020","AirNow","060531003","3","5.5","ug/m3 LC","23","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
"05/07/2020","AirNow","060531003","3","9.6","ug/m3 LC","40","Salinas 3","1","100.0000","88101","PM2.5 - Local Conditions","41500","Salinas, CA","06","California","053","Monterey","36.6942610009043","-121.623271"
